ProductKey,ProductAlternateKey,ProductSubCategoryKey,ProductSubCategory,ProductCategoryKey,ProductCategory,Product,SafetyStockLevel,ReorderPoint,DaysToManufacture,Description,StartDate,EndDate,Status
369,BK-R89R-48,7,Chains,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,8,Cranksets,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,9,Derailleurs,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,16,Touring Frames,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,17,Wheels,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,10,Forks,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,11,Headsets,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,12,Mountain Frames,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,13,Pedals,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,14,Road Frames,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
369,BK-R89R-48,15,Saddles,2,Components,"Road-250 Red, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,4,Handlebars,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,5,Bottom Brackets,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,6,Brakes,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,7,Chains,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,8,Cranksets,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,9,Derailleurs,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,16,Touring Frames,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,17,Wheels,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,10,Forks,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,11,Headsets,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,12,Mountain Frames,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,13,Pedals,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,14,Road Frames,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
370,BK-R89R-52,15,Saddles,2,Components,"Road-250 Red, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,4,Handlebars,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,5,Bottom Brackets,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,6,Brakes,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,7,Chains,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,8,Cranksets,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,9,Derailleurs,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,16,Touring Frames,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,17,Wheels,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,10,Forks,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,11,Headsets,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,12,Mountain Frames,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,13,Pedals,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,14,Road Frames,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
371,BK-R89R-58,15,Saddles,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
372,BK-R89R-58,4,Handlebars,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,5,Bottom Brackets,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,6,Brakes,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,7,Chains,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,8,Cranksets,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,9,Derailleurs,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,16,Touring Frames,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,17,Wheels,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,10,Forks,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,11,Headsets,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,12,Mountain Frames,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,13,Pedals,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,14,Road Frames,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
372,BK-R89R-58,15,Saddles,2,Components,"Road-250 Red, 58",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
373,BK-R89B-44,4,Handlebars,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,5,Bottom Brackets,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,6,Brakes,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,7,Chains,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,8,Cranksets,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,9,Derailleurs,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,16,Touring Frames,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,17,Wheels,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,10,Forks,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,11,Headsets,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,12,Mountain Frames,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,13,Pedals,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,14,Road Frames,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
373,BK-R89B-44,15,Saddles,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
374,BK-R89B-44,4,Handlebars,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,5,Bottom Brackets,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,6,Brakes,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,7,Chains,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,8,Cranksets,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,9,Derailleurs,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,16,Touring Frames,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,17,Wheels,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,10,Forks,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,11,Headsets,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,12,Mountain Frames,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,13,Pedals,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,14,Road Frames,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
374,BK-R89B-44,15,Saddles,2,Components,"Road-250 Black, 44",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
375,BK-R89B-48,4,Handlebars,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,5,Bottom Brackets,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,6,Brakes,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,7,Chains,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,8,Cranksets,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,9,Derailleurs,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,16,Touring Frames,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,17,Wheels,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,10,Forks,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,11,Headsets,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,12,Mountain Frames,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,13,Pedals,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,14,Road Frames,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
375,BK-R89B-48,15,Saddles,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
376,BK-R89B-48,4,Handlebars,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,5,Bottom Brackets,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,6,Brakes,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,7,Chains,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,8,Cranksets,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,9,Derailleurs,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,16,Touring Frames,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,17,Wheels,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,10,Forks,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,11,Headsets,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,12,Mountain Frames,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,13,Pedals,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,14,Road Frames,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
376,BK-R89B-48,15,Saddles,2,Components,"Road-250 Black, 48",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
377,BK-R89B-52,4,Handlebars,2,Components,"Road-250 Black, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
377,BK-R89B-52,5,Bottom Brackets,2,Components,"Road-250 Black, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
377,BK-R89B-52,6,Brakes,2,Components,"Road-250 Black, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
377,BK-R89B-52,7,Chains,2,Components,"Road-250 Black, 52",100,75,4,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
